,experiment_id,experiment_group,text,tweet_id,tweet_likes,retweets,tweet_created_at,user_id,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,dow,month_day,time,yr,ymd,tweet_id_char,created_at,description,location,followers_count,screen_name,statuses_count,favourites_count,verified,user_id_char,text_length,text_word_count,opinion_key,opinion_label,opinion_key,opinion_label
222,223,foxnews,"@FoxNews I paid my student loans, now pay yours and stop freeloading on taxpayers. Dam bunch of lazy losers!",1.59867000625813E+18,0,0,Fri Dec 02 13:26:46 +0000 2022,1.51967367307407E+18,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,13:26:46,2022,2022-12-02,1.59867000625813E+18,Thu Apr 28 13:43:41 +0000 2022,Mostly Conservative,,3,1BrooklynBobby,162,201,FALSE,1.51967367307407E+18,108,19,1,NEUTRAL support,0,Very important
223,224,foxnews,"@FoxNews The problem here is the ignorance of people.  You have no issue with corporate welfare but student loan forgiveness has your panties twisted.  Looking at the loudest whiners, I'd say the problem isn't a ""what"" issue as much as it is a ""who"" issue.",1.59867113737811E+18,0,0,Fri Dec 02 13:31:15 +0000 2022,1.48669025715639E+18,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,13:31:15,2022,2022-12-02,1.59867113737811E+18,Thu Jan 27 13:19:51 +0000 2022,,Stankonia,1,TonyRazzberry,263,186,FALSE,1.48669025715639E+18,256,47,1,NEUTRAL support,1,Somewhat important
224,225,npr,"@NPR ICYMI - ""People think that the president of the United States has the power for debt forgiveness. He does not. He can postpone. He can delay. But he does not have that power. That has to be an act of Congress.""

@SpeakerPelosi , July 2021.

She was right.",1.59867620785545E+18,9,0,Fri Dec 02 13:51:24 +0000 2022,476842804.0,1.59846827614052E+18,5392522,NPR,Fri,Dec 02,13:51:24,2022,2022-12-02,1.59867620785545E+18,Sat Jan 28 15:11:48 +0000 2012,"US Navy Veteran (1980-84). IC Grad 1988. Gizmos Reviews Blogger and Reviewer since 2009. Libertarian.  God, Family, Country over Party","Jacksonville, Florida",1267,GizmosReviews,64166,4746,FALSE,476842804.0,260,47,1,NEUTRAL support,1,Somewhat important
225,226,npr,"@NPR People think that the president of the United States has the power for debt forgiveness. He does not. He can postpone. He can delay. But he does not have that power. That has to be an act of Congress.""

Nancy Pelosi, July 2021.",1.59867842444847E+18,4,0,Fri Dec 02 14:00:13 +0000 2022,492471366.0,1.59846827614052E+18,5392522,NPR,Fri,Dec 02,14:00:13,2022,2022-12-02,1.59867842444847E+18,Tue Feb 14 19:18:33 +0000 2012,,,47,maroonguy84,2665,34844,FALSE,492471366.0,232,44,0,FOR student loan forgiveness,1,Somewhat important
226,227,foxnews,"@FoxNews @POTUS should have determined, unequivocally, if paying student loan debt was legal BEFORE he announced it. He created hope for so many, which may be shattered. It was clearly a vote getting move—and it worked. A real CEO would be fired for this.",1.59868166747208E+18,1,0,Fri Dec 02 14:13:06 +0000 2022,7.90211929654436E+17,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,14:13:06,2022,2022-12-02,1.59868166747208E+18,Sun Oct 23 15:23:00 +0000 2016,Creative Collaborator,"Albuquerque, NM",140,kellicooperabq,441,394,FALSE,7.90211929654436E+17,255,45,1,NEUTRAL support,2,Not important at all
227,228,foxnews,@FoxNews Legal my a** president Biden is trying to cover his tracks on something and  He's using the student loan as a cover up don't fall for it hes gonna do something say hes paying for something and then turn around and you're gonna have to pay double back what hes paid watch your a**,1.59868553444388E+18,0,0,Fri Dec 02 14:28:28 +0000 2022,42931231.0,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,14:28:28,2022,2022-12-02,1.59868553444388E+18,Wed May 27 17:31:41 +0000 2009,I am me an you just take me for who I am or dont...life is to short to worry what others think of me....😎💚🍀,,16,owllover61,322,279,FALSE,42931231.0,288,58,2,AGAINST student loan forgiveness,0,Very important
228,229,npr,"@npr @foxnews @dnc @gop Our Constitution requires that all ins and outs of the Treasury originate as bills in the House. Student Loan forgiveness does change that flow in a very minuscule way - $400B over the lifetime of the loans, say a guesstimated total Federal budgets of",1.59868992894632E+18,0,0,Fri Dec 02 14:45:55 +0000 2022,17159989.0,,5392522,NPR,Fri,Dec 02,14:45:55,2022,2022-12-02,1.59868992894632E+18,Tue Nov 04 16:25:42 +0000 2008,SMB/SOHO IT Guru,North Brunswick NJ,101,jack_jackson,27640,12171,FALSE,17159989.0,275,47,1,NEUTRAL support,0,Very important
229,230,foxnews,@FoxNews Likely get more support from the GOP if the student loan was looking at being reformed so they are less predatory and unreasonable instead of taking money from Peter to pay Paul.,1.59869270767275E+18,0,0,Fri Dec 02 14:56:58 +0000 2022,1.58649275832744E+18,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,14:56:58,2022,2022-12-02,1.59869270767275E+18,Sat Oct 29 22:59:07 +0000 2022,,,1,EvaFran41752781,1,5,FALSE,1.58649275832744E+18,187,33,1,NEUTRAL support,1,Somewhat important
230,231,npr,"@NPR You lied knowing you could not pay for student loans without congressional approval, how about raising the pay for the military, how about the homeless vets? All you are doing is buying votes. Can’t wait til January when the GOP stops all this waste.",1.59869320548616E+18,0,0,Fri Dec 02 14:58:57 +0000 2022,1.58567408970801E+18,1.59840883719053E+18,5392522,NPR,Fri,Dec 02,14:58:57,2022,2022-12-02,1.59869320548616E+18,Thu Oct 27 16:45:56 +0000 2022,,,27,JeffreyCaffey9,263,717,FALSE,1.58567408970801E+18,255,46,0,FOR student loan forgiveness,1,Somewhat important
231,232,npr,@NPR I don't recall voting for debt forgiveness this f****** thing is illegal stop it,1.59869651932218E+18,0,0,Fri Dec 02 15:12:07 +0000 2022,8.97849242940653E+17,1.59840883719053E+18,5392522,NPR,Fri,Dec 02,15:12:07,2022,2022-12-02,1.59869651932218E+18,Wed Aug 16 15:55:15 +0000 2017,Educated female,California,3,nowcurioustweet,3480,3084,FALSE,8.97849242940653E+17,85,16,2,AGAINST student loan forgiveness,0,Very important
232,233,foxnews,"@FoxNews What about the people who did the right thing, who saved and worked their asses off to further their education without the need of student loans, will they be reimbursed for all that effort??
If you want to further your education that is your own responsibility.",1.59870123589645E+18,0,0,Fri Dec 02 15:30:51 +0000 2022,1.49617244175595E+18,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,15:30:51,2022,2022-12-02,1.59870123589645E+18,Tue Feb 22 17:18:43 +0000 2022,Straight up dude..no more...no less,,0,nstrack1017,6,0,FALSE,1.49617244175595E+18,271,47,0,FOR student loan forgiveness,0,Very important
233,234,foxnews,@FoxNews LOL...sure consumers spent their COVID funds or money not sure to repay student loan debt for example. People are not saving the funds for an emergency fund!,1.59870388808061E+18,0,0,Fri Dec 02 15:41:24 +0000 2022,1.47667112195727E+18,1.59838218409578E+18,1367531,FoxNews,Fri,Dec 02,15:41:24,2022,2022-12-02,1.59870388808061E+18,Thu Dec 30 21:47:17 +0000 2021,,,5,dhbanker54,158,586,FALSE,1.47667112195727E+18,166,29,2,AGAINST student loan forgiveness,1,Somewhat important
234,235,foxnews,"@FoxNews Here is the Elephant in the Room. Biden could care less about those individuals who owe college debt. He is only pushing this, for his own benefit. The Financial institutions holding college debt at lower interest rates. Wanting to reduce student loans, for higher interest loans.",1.59871730105372E+18,0,0,Fri Dec 02 16:34:41 +0000 2022,1.35740097242789E+18,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,16:34:41,2022,2022-12-02,1.59871730105372E+18,Thu Feb 04 18:49:58 +0000 2021,"Just an average Single guy, in a below average dating pool..",,4,JoshuaM68293324,5,3,FALSE,1.35740097242789E+18,289,47,0,FOR student loan forgiveness,0,Very important
235,236,foxnews,@FoxNews   regarding student loans Biden said those checks will be going out in two weeks. What the fuck is he talking about?,1.59871793723749E+18,0,0,Fri Dec 02 16:37:13 +0000 2022,1.34479002510865E+18,,1367531,FoxNews,Fri,Dec 02,16:37:13,2022,2022-12-02,1.59871793723749E+18,Thu Dec 31 23:38:54 +0000 2020,"God fearing, family loving, conservative",,1811,FirminSheila,38325,19719,FALSE,1.34479002510865E+18,125,22,1,NEUTRAL support,1,Somewhat important
236,237,foxnews,"@FoxNews What about the next group of student loans 2 years from now? 
 The government is supposed to be for ALL the people. Not a small group (45million)  America has 340 ish million folks.  Seems like a  30 BILLION ars kiss",1.59871852630261E+18,0,1,Fri Dec 02 16:39:34 +0000 2022,1.58710589670171E+18,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,16:39:34,2022,2022-12-02,1.59871852630261E+18,Mon Oct 31 15:35:39 +0000 2022,,,1,EarleSm16713113,20,13,FALSE,1.58710589670171E+18,225,41,2,AGAINST student loan forgiveness,0,Very important
237,238,foxnews,"@FoxNews This s a misnomer, Student loans cannot be bankrupt.",1.59872000455149E+18,0,0,Fri Dec 02 16:45:26 +0000 2022,115764208.0,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,16:45:26,2022,2022-12-02,1.59872000455149E+18,Fri Feb 19 21:30:43 +0000 2010,,palm desert,2,fcplott,50,22,FALSE,115764208.0,61,10,1,NEUTRAL support,1,Somewhat important
238,239,foxnews,@FoxNews @RNC @GOPLeader @JesseBWatters @jimmyfailla @greggutfeld Biden bought the youth vote lieing about student loan forgiveness. 2024 Repubs promise elimination of income tax! And free gas!,1.59872547448996E+18,0,0,Fri Dec 02 17:07:10 +0000 2022,9.49030469546512E+17,,1367531,FoxNews,Fri,Dec 02,17:07:10,2022,2022-12-02,1.59872547448996E+18,Thu Jan 04 21:31:10 +0000 2018,"South Jersey born,raised, love the Phillies, ret USAF, ret Baccarat Dealer,  ret DJ, Gloucester Cath HS 77 Grad, now Smokey Mtns",Earth,78,Scottmaier221,1890,2046,FALSE,9.49030469546512E+17,193,26,1,NEUTRAL support,1,Somewhat important
239,240,foxnews,@FoxNews Then pay everyone who has or had student loans. There are those that did without to payback their loans! You you do for one they you do for all! Not fair to help only a few!!!,1.59875355159704E+18,0,0,Fri Dec 02 18:58:44 +0000 2022,511178439.0,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,18:58:44,2022,2022-12-02,1.59875355159704E+18,Fri Mar 02 01:40:59 +0000 2012,,,5,PatriciaColem65,1484,196,FALSE,511178439.0,184,37,1,NEUTRAL support,1,Somewhat important
240,241,nytimes,"@nytimes congress should pass a law disallowing civil judgments to be discharged in bankruptcy like federal student loans.  If he can't afford to pay, garnish all future income until the debt is paid.",1.59875414473864E+18,5,0,Fri Dec 02 19:01:06 +0000 2022,593697716.0,1.59870507049705E+18,807095,nytimes,Fri,Dec 02,19:01:06,2022,2022-12-02,1.59875414473864E+18,Tue May 29 13:18:00 +0000 2012,"Devops pioneer on Windows.

Contrarian views on traditionalist sysadmin",New York,81,rismoney,2901,1109,FALSE,593697716.0,200,34,1,NEUTRAL support,1,Somewhat important
241,242,foxnews,"@FoxNews Biden's student loan forgiveness plan was simply a ploy to get midterm votes. They knew if was not legal but their plan worked, fooling countless thousands of voters.",1.5987674630044E+18,0,0,Fri Dec 02 19:54:01 +0000 2022,1.56262015052784E+18,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,19:54:01,2022,2022-12-02,1.5987674630044E+18,Thu Aug 25 01:58:50 +0000 2022,"University of Cincinnati - Class of 1978. 
Revenue Officer (Retired) Internal Revenue Service.","Chillicothe, OH",2,george21roadru1,18,206,FALSE,1.56262015052784E+18,175,30,1,NEUTRAL support,1,Somewhat important
242,243,foxnews,@FoxNews The thing that cracks me up is that people act like this is some new thing. All the focus all the sudden goes to this and people fight it. There has always been student loan forgiveness.,1.59878983828686E+18,1,0,Fri Dec 02 21:22:56 +0000 2022,1.5639041511841E+18,1.59827072665358E+18,1367531,FoxNews,Fri,Dec 02,21:22:56,2022,2022-12-02,1.59878983828686E+18,Sun Aug 28 14:59:55 +0000 2022,"Our Custom glitter gel has a puzzle piece, a signature for my daughter. She is nonverbal autistic. We hope to raise awareness of Autism and special needs🧩💕","Ashland, KY",2,LoveHasNoWords2,20,5,FALSE,1.5639041511841E+18,195,37,0,FOR student loan forgiveness,1,Somewhat important
243,244,npr,@NPR Pay your own student loans!,1.59879161319883E+18,0,0,Fri Dec 02 21:29:59 +0000 2022,1.55705657198897E+18,1.59840883719053E+18,5392522,NPR,Fri,Dec 02,21:29:59,2022,2022-12-02,1.59879161319883E+18,Tue Aug 09 17:30:27 +0000 2022,,,5,MonkeyPoxHaha22,18,138,FALSE,1.55705657198897E+18,32,6,0,FOR student loan forgiveness,0,Very important
244,245,foxnews,"@FoxNews Vis-à-vis Vaccination mandates, drug price negotiation, student loans &amp; the mother of all human stupidity.. the US “ defense budget”, while SOMEHOW being ok with Privately owned banks loaning out govt the $ it’s Constitutionally empowered to create.",1.59881112069723E+18,0,0,Fri Dec 02 22:47:30 +0000 2022,31118213.0,1.59880924671978E+18,1367531,FoxNews,Fri,Dec 02,22:47:30,2022,2022-12-02,1.59881112069723E+18,Tue Apr 14 13:15:00 +0000 2009,"Musician, technologist, creative progressive thinker, Social-Liberal optimist w/intent to make the world worthy of its children. Got my eye on the players.","Arlington, WA",1273,GenX_Futurist,62859,3519,FALSE,31118213.0,262,40,1,NEUTRAL support,0,Very important
245,246,foxnews,@FoxNews Those students are fully aware that Republican appointed judges are blocking Biden's college debt forgiveness.,1.59882147654673E+18,2,1,Fri Dec 02 23:28:39 +0000 2022,54424983.0,1.5988205922869E+18,1367531,FoxNews,Fri,Dec 02,23:28:39,2022,2022-12-02,1.59882147654673E+18,Tue Jul 07 02:47:33 +0000 2009,Luv the Fam. Atlien. #BattleATL #DirtyBirds #UABAlum Que4Life Physicist by trade treating cancer. Tweetacologist is my side hustle.,Atlanta,2563,LilHulkQ,152028,103618,FALSE,54424983.0,119,17,1,NEUTRAL support,1,Somewhat important
246,247,foxnews,"@FoxNews The results of student loan forgiveness long-term could be interesting.  If lenders are left holding the bag, then they’ll never make loans for unprofitable degrees again. I’m kidding of course…this will fall on tax payers.",1.59882216938707E+18,0,0,Fri Dec 02 23:31:24 +0000 2022,125069088.0,1.5988205922869E+18,1367531,FoxNews,Fri,Dec 02,23:31:24,2022,2022-12-02,1.59882216938707E+18,Sun Mar 21 15:38:27 +0000 2010,Economics. Mississippi State. Jiu Jitsu.  Married to @lyradnoel,"Franklin, TN USA",516,AdamVassGal,10571,2958,FALSE,125069088.0,232,40,0,FOR student loan forgiveness,0,Very important
247,248,foxnews,@FoxNews Everyone knows the student debt forgiveness is illegal.Get real Warnock Who you trying to play now?SMH....,1.59882580058071E+18,0,0,Fri Dec 02 23:45:50 +0000 2022,1.51886432897543E+18,1.5988205922869E+18,1367531,FoxNews,Fri,Dec 02,23:45:50,2022,2022-12-02,1.59882580058071E+18,Tue Apr 26 08:07:59 +0000 2022,,,21,Tigerbear_7,2254,7060,FALSE,1.51886432897543E+18,115,19,2,AGAINST student loan forgiveness,1,Somewhat important
248,249,foxnews,"@FoxNews Yes, lie to the students make it seem the student debt forgiveness is a done deal; all you have to do is vote for me and I'll make it happen; the check will be in the mail you'll have nothing to worry about. You can trust me on this. A snake oil salesman by any other name Warnock",1.59882613930833E+18,0,0,Fri Dec 02 23:47:11 +0000 2022,1.51936572900226E+18,1.5988205922869E+18,1367531,FoxNews,Fri,Dec 02,23:47:11,2022,2022-12-02,1.59882613930833E+18,Wed Apr 27 17:21:18 +0000 2022,"Gray haired, old, retired guy",,4,CurtisW66773120,485,1,FALSE,1.51936572900226E+18,289,61,1,NEUTRAL support,0,Very important
249,250,foxnews,@FoxNews You have been played. Student debt forgiveness wasxand is a democrap scam to trick you people for votes.,1.59882639907854E+18,0,0,Fri Dec 02 23:48:12 +0000 2022,1.5886013365931E+18,1.5988205922869E+18,1367531,FoxNews,Fri,Dec 02,23:48:12,2022,2022-12-02,1.59882639907854E+18,Fri Nov 04 18:38:42 +0000 2022,,,0,Batsomax,45,59,FALSE,1.5886013365931E+18,113,19,0,FOR student loan forgiveness,1,Somewhat important
250,251,foxnews,"@FoxNews Ha on the free money, inflated Unemployment compensation, stopping rents, payments to student loans etc!",1.5988271416002E+18,0,0,Fri Dec 02 23:51:09 +0000 2022,1.51869582591598E+18,1.5983650968368E+18,1367531,FoxNews,Fri,Dec 02,23:51:09,2022,2022-12-02,1.5988271416002E+18,Mon Apr 25 20:58:32 +0000 2022,"Retired Nurse, who loves every day!",,1,vipie1951,92,72,FALSE,1.51869582591598E+18,113,16,0,FOR student loan forgiveness,1,Somewhat important
251,252,foxnews,@FoxNews Is he offering to pay student loans off to just vote Warnock?,1.59882784333257E+18,0,0,Fri Dec 02 23:53:57 +0000 2022,1.5156640779258E+18,1.5988205922869E+18,1367531,FoxNews,Fri,Dec 02,23:53:57,2022,2022-12-02,1.59882784333257E+18,Sun Apr 17 12:11:06 +0000 2022,Husbandfatherpapa,,16,gtrup01,668,310,FALSE,1.5156640779258E+18,70,13,1,NEUTRAL support,0,Very important
252,253,foxnews,"@FoxNews Another lie from Hell's own politician, Warnock. Student loan forgiveness is dead.",1.59882971761622E+18,1,0,Sat Dec 03 00:01:24 +0000 2022,1.58834143414239E+18,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,00:01:24,2022,2022-12-03,1.59882971761622E+18,Fri Nov 04 01:25:42 +0000 2022,RadarMP,,0,DeborahCales890,19,90,FALSE,1.58834143414239E+18,91,14,2,AGAINST student loan forgiveness,1,Somewhat important
253,254,nytimes,@nytimes What about slurs against people that don't have student loans outstanding?,1.59883213746505E+18,0,0,Sat Dec 03 00:11:01 +0000 2022,1.33928574376471E+18,1.59871238525417E+18,807095,nytimes,Sat,Dec 03,00:11:01,2022,2022-12-03,1.59883213746505E+18,Wed Dec 16 19:07:31 +0000 2020,jack of all trades and master of none,,42,PopeBJ1,1168,3345,FALSE,1.33928574376471E+18,83,13,1,NEUTRAL support,1,Somewhat important
254,255,foxnews,@FoxNews Biden has no authority to give debt forgiveness. Tell the whole truth about college debt! You sign a contract to borrow the money and pay it back! It’s your responsibility not anyone else’s. Pay your debts. Most students want to use the money for travel not to pay their debt.,1.59883223983577E+18,0,0,Sat Dec 03 00:11:25 +0000 2022,1.51507818619066E+18,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,00:11:25,2022,2022-12-03,1.59883223983577E+18,Fri Apr 15 21:23:31 +0000 2022,Kind liberal who believes that every American has the right to freedom of speech! Including liberals and conservatives without having what we think deleted.,,1,Kmyonko1560,22,24,FALSE,1.51507818619066E+18,285,53,2,AGAINST student loan forgiveness,1,Somewhat important
255,256,foxnews,@FoxNews FYI there is no debt forgiveness for college students and ther won’t be any in the future  . Biden lies as usual,1.59884473688197E+18,1,0,Sat Dec 03 01:01:05 +0000 2022,458525203.0,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,01:01:05,2022,2022-12-03,1.59884473688197E+18,Sun Jan 08 17:22:58 +0000 2012,"Born in Houston ,Went to Viet nam,married a wonderful lady Vickie Rodeoed for a living till 85,Cattle broker and team roper till now . Living in Grandview Tex",Grandview Texas,9,BillTyer,1422,931,FALSE,458525203.0,121,23,2,AGAINST student loan forgiveness,1,Somewhat important
256,257,foxnews,@FoxNews But debt forgiveness won't happen.  Another lie from Democrats.,1.59884634041022E+18,0,0,Sat Dec 03 01:07:27 +0000 2022,1.58559361990128E+18,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,01:07:27,2022,2022-12-03,1.59884634041022E+18,Thu Oct 27 11:26:07 +0000 2022,"Sailing my life away.  Proud American, lover of life in America.  Strong Republican for the good ones.",,157,TakeiteasySV,4062,4679,FALSE,1.58559361990128E+18,72,11,3,cannot judge support,1,Somewhat important
257,258,msnbc,@MSNBC And no student loan relief lol,1.59884818257368E+18,0,0,Sat Dec 03 01:14:46 +0000 2022,1.38170570119042E+18,1.59882166717791E+18,2836421,MSNBC,Sat,Dec 03,01:14:46,2022,2022-12-03,1.59884818257368E+18,Mon Apr 12 20:28:36 +0000 2021,,,53,jefffrmtx,1323,4,FALSE,1.38170570119042E+18,37,7,2,AGAINST student loan forgiveness,0,Very important
258,259,foxnews,@FoxNews Warnock sounds manipulative just like Joe Biden! And the student loan forgiveness is never going to go through the supreme Court.... It's a rouse to get young voters. That's all it is!,1.59884993310874E+18,1,0,Sat Dec 03 01:21:43 +0000 2022,2730106369.0,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,01:21:43,2022,2022-12-03,1.59884993310874E+18,Wed Aug 13 18:51:05 +0000 2014,I am a dreamer...a seeker of truth.. a singer song writer...,,38,starahv1,7354,3791,FALSE,2730106369.0,193,35,1,NEUTRAL support,1,Somewhat important
259,260,foxnews,"@FoxNews Listen unfortunately the college debt forgiveness won’t be available since it was not properly approved and gone through the proper channels , so again these people are voting because they think they are getting money and fooled again when they need to vote the better leader",1.59885014506747E+18,0,0,Sat Dec 03 01:22:34 +0000 2022,1.58705512023524E+18,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,01:22:34,2022,2022-12-03,1.59885014506747E+18,Mon Oct 31 12:13:34 +0000 2022,Antiques,"New Jersey, USA",3,hew39012675,26,14,FALSE,1.58705512023524E+18,284,47,1,NEUTRAL support,1,Somewhat important
260,261,foxnews,@FoxNews Student Debt forgiveness was a fraud. It was a bribe to get them to vote Dem.  No that Supreme Court said it was an overreach and Stopped it. Would those who voted because of it change their way of  voting. This was Voter Interference,1.59885438782409E+18,1,0,Sat Dec 03 01:39:25 +0000 2022,1.57855230886638E+18,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,01:39:25,2022,2022-12-03,1.59885438782409E+18,Sat Oct 08 01:06:47 +0000 2022,,,9,Patgrinnan1,296,1981,FALSE,1.57855230886638E+18,243,45,0,FOR student loan forgiveness,1,Somewhat important
261,262,foxnews,"@FoxNews Hey I have a $20,000 credit card bill why can't that get paid I'm a taxpayer with hardship due to the covid bullcrap lockdowns. And back in the day I worked three jobs to pay for my student loan for 10 years and they're supposedly so many jobs low unemployment",1.59885638131847E+18,0,0,Sat Dec 03 01:47:21 +0000 2022,1.59310395145639E+18,1.59827072665358E+18,1367531,FoxNews,Sat,Dec 03,01:47:21,2022,2022-12-03,1.59885638131847E+18,Thu Nov 17 04:49:33 +0000 2022,,,0,RockerchicVal,38,40,FALSE,1.59310395145639E+18,269,55,1,NEUTRAL support,0,Very important
262,263,foxnews,@FoxNews Warnock knows the student loan bailout is unconstitutional unless passed by congress.,1.59885893743595E+18,2,0,Sat Dec 03 01:57:30 +0000 2022,1.58850788271428E+18,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,01:57:30,2022,2022-12-03,1.59885893743595E+18,Fri Nov 04 12:28:04 +0000 2022,,,0,PaulFogt,392,243,FALSE,1.58850788271428E+18,94,13,1,NEUTRAL support,1,Somewhat important
263,264,foxnews,"@FoxNews yep, some are eating up the empty promise of student loan forgiveness.  Doubtful it makes it past the Supreme Court.",1.59886050054442E+18,0,0,Sat Dec 03 02:03:43 +0000 2022,109472756.0,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,02:03:43,2022,2022-12-03,1.59886050054442E+18,Fri Jan 29 04:44:23 +0000 2010,"Servant of Jesus.  Father.  Pastor.  Former Brass Player (Tuba, Trombone, Euphonium).  St. Louis Cardinals Baseball Fan, motorcyclist #Tuba #Trombone #Bass","Leadwood, MO",352,BrassPlayer2014,7907,31517,FALSE,109472756.0,125,21,0,FOR student loan forgiveness,0,Very important
264,265,foxnews,"@FoxNews Any lie the Dems give has to sound like $$$ to poor people. The problem is student debt forgiveness of up to $10,000 won't be helpful to those poor students. It's too small an amount to pay for a college education in a full-term college in the USA. It's sad to see the deceit.",1.59886448624855E+18,0,0,Sat Dec 03 02:19:33 +0000 2022,1631847450.0,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,02:19:33,2022,2022-12-03,1.59886448624855E+18,Tue Jul 30 03:10:51 +0000 2013,,,4,Igob4uJimmy,2005,11,FALSE,1631847450.0,285,59,1,NEUTRAL support,1,Somewhat important
265,266,foxnews,@FoxNews Student loan forgiveness is illegal. Pay your loan that you gave your word you would pay back.,1.59886464201697E+18,0,0,Sat Dec 03 02:20:10 +0000 2022,1.59492677404284E+18,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,02:20:10,2022,2022-12-03,1.59886464201697E+18,Tue Nov 22 05:33:03 +0000 2022,,,1,AButyl6,85,122,FALSE,1.59492677404284E+18,103,18,2,AGAINST student loan forgiveness,0,Very important
266,267,foxnews,"@FoxNews 1. Stop wasting billions of our money to support Ukraine.
2. When you stop it, spend it to fix our health system.
Then, if something left, cover student loans of those who demonstrated high achievements.",1.59886470418035E+18,0,0,Sat Dec 03 02:20:25 +0000 2022,1.59259592411463E+18,1.59827072665358E+18,1367531,FoxNews,Sat,Dec 03,02:20:25,2022,2022-12-03,1.59886470418035E+18,Tue Nov 15 19:11:36 +0000 2022,,,0,atande1951,34,9,FALSE,1.59259592411463E+18,212,36,1,NEUTRAL support,2,Not important at all
267,268,foxnews,@FoxNews Student loan is   one be fraud  from Biden and this  lying man,1.59886707508627E+18,0,0,Sat Dec 03 02:29:50 +0000 2022,19323269.0,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,02:29:50,2022,2022-12-03,1.59886707508627E+18,Thu Jan 22 03:14:48 +0000 2009,;ove all there products use it espcially on feet and nails so nice to use only one product that works,Ohio,95,peachy62,7126,47,FALSE,19323269.0,71,13,1,NEUTRAL support,1,Somewhat important
268,269,foxnews,"@FoxNews Lies, lies, lies!  College debt forgiveness by Biden is unconstitutional!",1.59887324476054E+18,0,0,Sat Dec 03 02:54:21 +0000 2022,1.58719693770244E+18,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,02:54:21,2022,2022-12-03,1.59887324476054E+18,Mon Oct 31 21:38:05 +0000 2022,,,5,LadyGolfer65,618,1927,FALSE,1.58719693770244E+18,82,11,0,FOR student loan forgiveness,0,Very important
269,270,foxnews,"@FoxNews @JesseBWatters Like Bidens student loan relief,  he is using this as he wants to run for president.",1.59887341222691E+18,3,0,Sat Dec 03 02:55:01 +0000 2022,1311185396.0,1.59887265965118E+18,1367531,FoxNews,Sat,Dec 03,02:55:01,2022,2022-12-03,1.59887341222691E+18,Thu Mar 28 16:58:36 +0000 2013,"Be fair, have faith & balance this faith fun.",,9,TBattiss,1014,3399,FALSE,1311185396.0,108,18,2,AGAINST student loan forgiveness,0,Very important
270,271,foxnews,@FoxNews @JesseBWatters Buying votes like Biden with student loans,1.59887349608745E+18,13,1,Sat Dec 03 02:55:21 +0000 2022,7.19676339436003E+17,1.59887265965118E+18,1367531,FoxNews,Sat,Dec 03,02:55:21,2022,2022-12-03,1.59887349608745E+18,Mon Apr 11 23:59:45 +0000 2016,,Florida ,321,dock1942,22983,21190,FALSE,7.19676339436003E+17,66,9,1,NEUTRAL support,1,Somewhat important
271,272,nytimes,@nytimes that’s two student loan debts squashed….,1.59887705502995E+18,0,0,Sat Dec 03 03:09:30 +0000 2022,1.58609648297283E+18,1.598869655871E+18,807095,nytimes,Sat,Dec 03,03:09:30,2022,2022-12-03,1.59887705502995E+18,Fri Oct 28 20:44:12 +0000 2022,🐠🐟🦞🦈🐡🐙,"Morehead City, NC",1,CoastalFrank55,15,70,FALSE,1.58609648297283E+18,49,8,1,NEUTRAL support,0,Very important
272,273,foxnews,@FoxNews College Debt Forgiveness....  More Democrat False Promises in an attempt to buy votes.,1.59887770798696E+18,0,0,Sat Dec 03 03:12:05 +0000 2022,1.58600236595359E+18,1.5988205922869E+18,1367531,FoxNews,Sat,Dec 03,03:12:05,2022,2022-12-03,1.59887770798696E+18,Fri Oct 28 14:31:35 +0000 2022,"Proud Conservative, Military Vet, Retiree. Supports all races and sexual choices, but there are only two genders. Be you, but don't demand others approve.",Florida/Illinois,5,chibooey,209,537,FALSE,1.58600236595359E+18,95,14,1,NEUTRAL support,0,Very important
